age,gender,occupation,line_of_work,time_bp,time_dp,travel_time,easeof_online,home_env,prod_inc,sleep_bal,new_skill,fam_connect,relaxed,self_time,like_hw,dislike_hw,prefer,certaindays_hw,,time_bp,travel+work
26-32,Female,Entrepreneur,,5,9,1.5,1,2,0.5,0,0.5,0.5,-0.5,-0.5,100,11,Complete Physical Attendance,Maybe,,5,
26-32,Male,Entrepreneur,,7,9,1.5,1,2,1,-0.5,0.5,-0.5,-0.5,0,100,1001,Complete Physical Attendance,Yes,,7,
40-50,Male,Working Professional,Management,9,11,1.5,4,2,-0.5,-0.5,0.5,1,0.5,0.5,1100,1111,Complete Physical Attendance,No,,9,
19-25,Male,Student in College,,12,11,1.5,2,3,0,-0.5,0,0,-0.5,0.5,1000,1111,Work/study from home,Yes,,12,
50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1,-1,-1,-0.5,1100,1111,Complete Physical Attendance,No,,12,
50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1,-1,-1,-1,-0.5,1100,1100,Complete Physical Attendance,No,,12,
19-25,Male,Student in College,,7,4,0.5,1,1,0,0,0.5,0.5,0.5,0,1100,1111,Complete Physical Attendance,Maybe,,7,
Dec-18,Male,Student in College,,5,4,0.5,3,2,0,-0.5,0,0.5,-0.5,0,1001,1111,Complete Physical Attendance,Yes,,5,
19-25,Male,Student in College,,5,5,0.5,1,3,0,0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,,5,
Dec-18,Male,Student in College,,7,4,0.5,4,5,-0.5,0,0,0.5,0,0.5,100,1,Complete Physical Attendance,Yes,,7,
33-40,Male,Working Professional,Engineering,9,9,0.5,5,5,-1,0,0.5,0.5,-0.5,0,1110,1011,Complete Physical Attendance,Yes,,9,
19-25,Male,Student in College,,11,12,3,3,4,0.5,-1,0,-0.5,-1,-0.5,1010,1111,Complete Physical Attendance,No,,11,
19-25,Male,Student in College,,7,7,0.5,1,3,0.5,-0.5,-0.5,0,0,0.5,1010,1111,Complete Physical Attendance,Yes,,7,
19-25,Male,Working Professional,Teaching,9,9,0.5,1,3,-0.5,-0.5,0.5,1,1,1,1100,1100,Work/study from home,Yes,,9,
19-25,Female,Entrepreneur,,5,11,0.5,1,1,1,-1,1,1,1,1,1111,10,Work/study from home,Yes,,5,
26-32,Female,Working Professional,Management,9,11,0.5,4,5,0,0,0,0,0,0,1000,1111,Complete Physical Attendance,No,,9,
19-25,Male,Student in College,,7,4,0.5,2,3,0,-1,0,0,0,0,1110,111,Work/study from home,Yes,,7,
19-25,Male,Working Professional,Engineering,9,11,0.5,4,5,0,-0.5,0.5,0.5,0,0.5,110,1101,Complete Physical Attendance,Yes,,9,
19-25,Male,Working Professional,Management,7,9,0.5,3,2,1,-1,-0.5,-1,-0.5,0,1000,1100,Complete Physical Attendance,Yes,,7,
19-25,Male,Working Professional,Engineering,4,4,0.5,1,1,1,1,1,1,1,1,1100,101,Complete Physical Attendance,Yes,,4,
Dec-18,Male,Student in School,,11,7,0.5,2,3,0.5,1,-0.5,0.5,0.5,0.5,1,100,Work/study from home,Yes,,11,
19-25,Male,Student in College,,7,5,1.5,3,4,0,-1,-0.5,-0.5,-1,0,1011,1100,Complete Physical Attendance,Yes,,7,
19-25,Male,Student in College,,7,11,0.5,5,4,-1,-1,-1,-1,-1,-1,100,1111,Complete Physical Attendance,Maybe,,7,
19-25,Male,Student in College,,5,7,1.5,1,5,0.5,-0.5,1,0.5,0.5,1,1010,1110,Work/study from home,Yes,,5,
Dec-18,Male,Student in School,,7,11,0.5,4,2,0.5,1,0.5,1,0,0.5,1000,1000,Complete Physical Attendance,No,,7,
50-60,Male,Working Professional,Engineering,9,9,1.5,1,3,0,0,0.5,0,-0.5,-0.5,1111,1110,Work/study from home,Yes,,9,
19-25,Male,Student in College,,9,7,0.5,3,3,-1,-0.5,-1,-1,-1,-1,1010,1,Work/study from home,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1,1,0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0,0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1,1,0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0,0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1,1,0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0,0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1,1,0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0,0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1,1,0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0,0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1,1,0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0,0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1,1,0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0,0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
50-60,Female,Homemaker,,4,4,0.5,1,1,-1,-1,-1,-1,-1,-1,1000,1,Complete Physical Attendance,No,,4,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1,1,0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0,0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1,1,0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0,0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
50-60,Female,Homemaker,,4,4,0.5,1,1,-1,-1,-1,-1,-1,-1,1000,1,Complete Physical Attendance,No,,4,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1,1,0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0,0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1,1,0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0,0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
50-60,Female,Homemaker,,4,4,0.5,1,1,-1,-1,-1,-1,-1,-1,1000,1,Complete Physical Attendance,No,,4,
33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1,0.5,0,1,0.5,0,100,1,Complete Physical Attendance,No,,7,
26-32,Male,Working Professional,Other,9,11,0.5,1,5,1,-1,0.5,0.5,0,0,1111,1111,Complete Physical Attendance,Yes,,9,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
